commercial_name_en,commercial_name_ar,scientific_name,manufacturer,drug_class,route,price_egp,matched_api,n_apis_in_product
ALOEKITA DSDA HAIR SHAMPOO 250ML,ألويكيتا دسدا هاير,CAFFEINE+SAW PALMETTO+AMLA+ALOE VERA+TEA TREE OIL+MENTHOL,LEADER COSMETICS > BEAUTY & BEYOND INTERNATIONAL,HAIR CARE,TOPICAL,229.0,menthol,1
ALOEKITA HAIR GROWTH SPRAY 200ML,ألويكيتا هاير جرووث,CAFFEINE+SAW PALMETTO+AMLA+ALOE VERA+TEA TREE OIL+MENTHOL,LEADER COSMETICS > BEAUTY & BEYOND INTERNATIONAL,HAIR CARE,SPRAY,399.0,menthol,1
ALOEKITA HAIR MASK 200 GM,ألويكيتا هاير ماسك,CAFFEINE+SAW PALMETTO+AMLA+ALOE VERA+TEA TREE OIL+MENTHOL,LEADER COSMETICS > BEAUTY & BEYOND INTERNATIONAL,HAIR CARE,UNKNOWN,275.0,menthol,1
ALOEKITA HAIR SHAMPOO 200ML,ألويكيتا هاير,CAFFEINE+SAW PALMETTO+AMLA+ALOE VERA+TEA TREE OIL+MENTHOL,LEADER COSMETICS > BEAUTY & BEYOND INTERNATIONAL,HAIR CARE,TOPICAL,199.0,menthol,1
ALWEN 100 GM MASSAGE GEL,ألوين ماسساجي,MENTHOL CRYSTALS+CAMPHOR OIL+EUCALYPTUS OIL+GLYCEROL+CLOVE OIL,SMARTECH COSMETICS > RIVA PHARMA,MASSAGE GEL,TOPICAL,90.0,menthol,1
ALWEN 120 ML MASSAGE SPRAY,ألوين ماسساجي,MENTHOL CRYSTALS+CAMPHOR OIL+EUCALYPTUS OIL+CLOVE EXTRACT+GLYCERIN+ALLANTOIN,SMARTECH COSMETICS > RIVA PHARMA,MASSAGE SPRAY,UNKNOWN,100.0,menthol,1
AMAN PLUS 200ML INTIMATE FEMININE WASH,أمان بلوس إنتيماتي فيمينيني واش,CHLORHEXIDINE+TEA TREE OIL+MENTHOL+ALO VERA EXTRACT+CHAMMOMILE EXTRACT,NILE COSMETICS > P PHARM,INTIMATE FEMININE WASH,VAGINAL,55.0,menthol,1
AMEILLIA INTIMATE FEMININE WASH  250 ML,أمايلليا إنتيماتي فيمينيني واش,CHAMOMILE EXTRACT+ALOEVERA EXTRACT+SODIUM LAURETH SULFATE+PANTHENOL+GLYCERIN+MENTHOL+CHAMOMILE,ITALIAN > KEMICAL,VAGINA,VAGINAL,85.0,menthol,1
AMORINA FEMININE WASH 120 ML,أمورينا فيمينيني واش,CHLORHEXIDINE+CHAMOMILE EXTRACT+TEA TREE OIL+MENTHOL CRYSTALS,EL HELW COSMETIC COMPANY > DAWATECH,COSMETIC,VAGINAL,29.0,menthol,1
ANOVCA TOOTH GEL 30 GM,أنوفكا توث,THYME+CLOVE+CHLOHEXIDINE+MENTHOL,COSMOPACK > INNOVAKA,TOOTH GEL,TOPICAL,59.0,menthol,1
ANTIMO MASSAGE GEL 75 GM,أنتيمو ماسساجي,OMEGA 3-6+METHYLSALICYLATE+MENTHOL CRYSTALS+MAGNESIUM+EUCALYPTUS OIL+PEPPERMINT OIL+CLOVE OIL+CAMPHOR OIL+ALMOND OIL,DREAMS EL HABBOBA > BROMED,MASSAGE,TOPICAL,36.0,menthol,1
APOFLOR 80 ML MOUTH SPRAY,أبوفلور موث,CHLORHEXIDINE+CLOVE OIL+MENTHOL OIL,SMARTEC > APOMED PHARMA,MOUTH SPRAY,MOUTH,64.0,menthol,1
APPE-RAISE SYRUP 120 ML,أببي-رايسي,ANISE+CAMPHENE+PINENE+THYMOL+MENTHOL,SEUTICAL PHARMA,APPETIZER,ORAL.LIQUID,45.0,menthol,1
AQUA V - VAGINAL GEL 60 ML,أكوا ف,SODIUM LAURYL ETHERSULPHATE+BETAINE+MENTHOL+CAMPHOR+TRICLOSAN+CHAMOMILE EXTRACT+CMC+METHYL PARABEN+P,HI-CARE > MASTER MED PHARMA,LUBRICANT,TOPICAL,75.0,menthol,1
ARCOTEC MASSAGE CREAM GEL 60 GM,أركوتيك ماسساجي,MENTHOL CRYSTAL+GREEN TEA+CAMPHOR+METHYL SALICYLATE,SMARTEC > TAGAMO3 SAIDALY (TAJ),ANTI INFLAMMATORY MASSAGE CREAM,TOPICAL,75.0,menthol,1
ARENA CREAM MASSAGE 75 GM,أرينا ماسساجي,ALMOND OIL+EUCALYTUS OIL+MENTHOL CRYSTALS+STEARIC ACID+CAMPHOR OIL,ITALIAN COSMETIC > ORBITAL PHARMA,MASSAGE CREAM,TOPICAL,45.0,menthol,1
ARGOTEX CREAM 50 GM,أرجوتيكس,MENTHOL+PROPYLENE GLYCOL+GLYCERYL MONOSTEARATE+ALOE VERA EXTRACT,HI-CARE > ROVENTIS PHARMA,MASSAGE CREAM,TOPICAL,12.0,menthol,1
AROMEGA 60 MG GEL,أروميجا,OMEGA 3+OMEGA 6+MENTHOL+CAMPHOR+CLOVE+AVOCADO OIL+ALMOND OIL+EUCALYPTUS+,ECC > ELIXIR PHARMA,ANTI-INFLAMMATORY,TOPICAL,98.0,menthol,1
ARTHRITIS FREE TOPICAL SPRAY 150 ML,أرثريتيس فري,MENTHOL+METHYL SALICYLATE,EGYPTIAN CO. FOR ADV. PHARMA. (ECAP) > MILLENIUM PHARMA-EGYPT,ANALGESIC,SPRAY,18.0,menthol,1
ASCELERA MASSAGE GEL 60 GM,أسسيليرا ماسساجي,METHYL SALICYLATE+MENTHOL+GINKGO BILOBA,> ALPHABET PHARMA,MASSAGE,TOPICAL,70.0,menthol,1
ASICO TOOTHPASTE GEL 60 GM,أسيكو توثباستي,CETYLPYRIDINIUM CHLORIDE+CLOVE OIL+MENTHOL+SODIUM MONOFLUROPHOSPHATE+CHAMOMILE OIL+SODIUM LAURYL SULPHATE,EGYPTIAN CO. FOR COSMETICS > HEMA PHARM,ORAL CARE,TOPICAL,45.0,menthol,1
ATLATEX CREAM 50 GM,أتلاتيكس,EUCALYPTUS OIL+MENTHOL OIL+CINNAMON OIL+CAMPHOR OIL+CLOVE OIL,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > ATLAS PHARMACEUTICAL,ANTI-INFLAMMATORY CREAM,TOPICAL,95.0,menthol,1
ATTOVELOCE 250 ML FEMININE WASH,أتتوفيلوسي فيمينيني واش,CHLORHEXIDINE+TEA TREE+THYME+LAVANDER+MENTHOL+CHAMOMILE+ALOE VERA,UNITED GROUP FOR COSMETICS > VALENTINA FOR TRADING AND SUPPLYING COSMETICS,VAGINAL WASH,VAGINAL,85.0,menthol,1
ATTOVELOCE RETINOL 200 ML FACIAL CLEANSER,أتتوفيلوسي ريتينول فاسيال كليانسير,RETINOL+SALICYLIC ACID+NIACINAMIDE+TEA TREE+THYME+PANTHENOL+LACTIC ACID+CAMOMILE+ALOE VERA+MENTHOL,UNITED GROUP FOR COSMETICS > VALANTINA FOR TRADING AND SUPPLYING COSMETICS,CLEANSERS,UNKNOWN,150.0,menthol,1
AUREI  60GM MASSAGE GEL,أوراي ماسساجي,GLUCOSAMINE+CETYLMYRISTOLEATE+MENTHOL+CAMPHOR OIL+EUCALYPTUS OIL+PEPPERMINT OIL,EL NILE > CCC PHARMA,MASSAGE GIL,TOPICAL,55.0,menthol,1
AUTHENTIC 50 GM CREAM,أوثينتيك,MENTHOL+EUCALYPTUS+CAMPHOR,LEADER > FLARE PHARMA,MASSAGE CREAM,TOPICAL,50.0,menthol,1
AUTHENTIC SPRAY 120 ML,أوثينتيك,CAMPHOR+ MENTHOL+ EUCALYPTUS,LEADER > FLARE PHARMA,MASSAGE SPRAY,SPRAY,110.0,menthol,1
AVANOSA BRANDY 30 ML SPRAY,أفانوسا براندي,ISOTONIC SEA WATER+HYALURONIC ACID+ALOE VERA EXTRACT+EUCALYPTUS+MENTHOL+PANTHENOL+VITAMIN A+VITAMIN E+PROPYLENE GLYCOL+GLYCERINE+ALLANTOIN,BRAND INTERNATIONAL FSC > ALICO PHARMA,NASAL SPRAY,SPRAY,120.0,menthol,1
AZO SOAP 80 GM,أزو سواب,VITAMIN A+ZINC OXIDE+SALICYLIC ACID+GLYCERIN+MENTHOL,UNITED ALLAM FACTORY > PANAX PHARMA,SKIN CARE,SOAP,35.0,menthol,1
AZOTEC DEX MASSAGE CREAM 100 GM,أزوتيك ديكس ماسساجي,TOCOPHEROL (VIT E)+LAUROCAPRAM+MENTHOL+EUCALYPTUS GLOBULUS LEAF (EUCALYPTUS)+EUGENIA CARYOPHYLLUS FLOWER EXTRACT (CLOVE)+ALLANTOIN+MAGNESIUM SULFATE+(CAMPHORA OIL)+PANAX GINSENG ROOT EXTRACT+PERSEA GRATISSIMA OIL (AVOCADO OIL)+BUTYROSPERMUM PARKII BUTTER (SHEA BUTTER)+GLYCERYL STEARATE+ARCTIUM LAPPA ROOT EXTRACT+CARBOMER+PHENOXYETHANOL+10-HYDROXYSTEARIC ACID+TRIETHANOLAMINE,INTEGRATED COSMETIC INDUSTRIES > KONCIEVE,MASSAGE CREAM,TOPICAL,200.0,menthol,1
AZOTEC FLEX ROLL ON 80 ML,أزوتيك فليكس رولل أون,ROSMARINUS OFFICINALIS EXTRACT (ROSEMARY)+HYDROGENATED POTATO STARCH+ALLIUM SATIVUM BULB EXTRACT+MAGNESIUM SULFATE+ZINC OXIDE+PHENOXYETHANOL+MENTHOL+(CAMPHORA OIL)+EUGENIA CARYOPHYLLUS CINNAMOMUM CAMPHORA BARK OIL CARBOMER+PHENOXYETHANOL+AQUA+EUCALYPTUS GLOBULUS LEAF OIL (EUCALYPTUS)+LAUROCAPRAM+TRIETHANOLAMINE+AQUA.,LEVEN > KONCIEVE,MASSAGE,UNKNOWN,200.0,menthol,1
AZOTEC MAX GEL 100 GM,أزوتيك ماكس,TOCOPHEROL(VIT E)+LAUROCAPRAM+MENTHOL+EUCALYPTUS GLOBULUS LEAF OIL (EUCALYPTUS)+EUGENIA CARYOPHYLLUS FLOWER EXTRACT (CLOVE)+ALLANTOIN+MAGNESIUM SULFATE+CINNAMOMUM CAMPHORA BARK OIL (CAMPHORA OIL)+PANAX GINSENG ROOT EXTRACT+PERSEA GRATISSIMA OIL (AVOCADO OIL)+BUTYROSPERMUM PARKII BUTTER(SHEA BUTTER)+ARCTIUM LAPPA ROOT EXTRACT+CARBOMER+POLYSORBATE 80+TRIETHANOLAMINE+PHENOXYETHANOL+AQUA.,LEVEN > KONCIEVE,MASSAGE GEL,TOPICAL,250.0,menthol,1
AZOTEC MIX MASSAGE SPRAY 200 ML,أزوتيك ميكس ماسساجي,BISABOLIFETM(BISABOLOL)+MAGNESIUM SULFATE MENTHOL+PERSEA GRATISSIMA OIL (AVOCADO OIL) BUTYROSPERMUM PARKIR BUTTER(SHEA BUTTER) CINNAMOMUM CAMPHORA BARK OIL(CAMPHORA OIL) ALLANTOIN+EUCALYPTUS GLOBULUS LEAF OIL(EUCALYPTUS) LAUROCAPRAM+ARCTIUM LAPPA ROOT EXTRACT+TOCOPHERYL ACETATE+TRIETHANOLAMINE+POLYSORBATE 80+CARBOMER+PHENOXYETHANOL+AQUA+EUGENIA CARYOPHYLLUS FLOWER EXTRACT(CLOVE),LEVEN > KONCIEVE,MASSAGE SPRAY,SPRAY,350.0,menthol,2
B&B SKIN EMOLLIENT CREAM 120 GM,ب&ب سكين إموللينت,AVOCADO OIL+PROPOLIS+ALOE VERA EXTRACT+CALENDULA EXTRACT+CLOVE EXTRACT+MENTHOL+DIMETHICONE+UV FILTER,EL-HELOU PERFUMES & COSMETICS > BEAUTY & BEYOND INTERNATIONAL,SKIN CARE.MOISTURIZING,TOPICAL,42.0,menthol,1
BAROX PRO GEL 50GM,باروكس برو,MENTHOL+CAMPHOR+EUCALYPTUS+CLOVE,DREAMS > BAP PHARMA FOR TRADING AND EXPORT,MASSAGE GEL,TOPICAL,65.0,menthol,1
BEDO MASSAGE CREAM 50 GM,بيدو ماسساجي,APRICOT KERNEL OIL+ACETYL GLYCERYL RICINOLEATE+LANOLIN+CAMPHOR+MENTHOL+EUCALYPTUS OIL,BEAUTY ITALY > EXCELLENCE PHARM,MASSAGE CREAM,TOPICAL,50.0,menthol,1
BEENA SOFT CREAM 30 GM,بينا سوفت,PINOCEMBRIN+B-SITOSTEROL+MENTHOL+WAX ESTERS+1+8-CINEOLE+ZINC-OXIDE+PANTHENOL,SMARTECH > BEENA ORGANICS,SKIN CARE.HEALING,TOPICAL,198.0,menthol,1
BENYLIN PAED.SYRUP 120 ML,بينيلين بايد,DIPHENHYDRAMINE+MENTHOL,HIKMA PHARMA > JOHNSON & JOHNSON USA,COUGH PRODUCTS,ORAL.LIQUID,6.5,menthol,1
BEOSTE FORT GEL,بيوستي فورت,MENTHOL+CLOVE OIL+CAMPHOR OIL+DIMETHICONE+TOCOPHEROL+CUCUMBER,ITALIAN COSMETICS > MAXWELL,MASSAGE GEL,TOPICAL,39.0,menthol,1
BEOSTE FOTRE CREAM,بيوستي فوتري,MENTHOL+CLOVE OIL+CAMPHOR OIL+DIMETHICONE+TOCOPHEROL+CUCUMBER,ITALIAN COSMETICS > MAXWELL,MASSAGE CREAM,TOPICAL,39.0,menthol,1
BEST FLEX MASSAGE GEL 75GM,بيست فليكس ماسساجي,EUCALYPTUS+CAMPHOR+MENTHOL+METHYL SALICYLATE+PEPPERMINT OIL+GREEN TEA EXTRACT,BRAND FSC > 2MS PHARMA,MASSAGE GEL,TOPICAL,80.0,menthol,1
BEST FLEX MASSAGE SPRAY 120 ML,بيست فليكس ماسساجي,EUCALYPTUS+CAMPHOR+MENTHOL+METHYL SALICYLATE+PEPPERMINT OIL+GREEN TEA EXTRACT+,BRAND FSC > 2MS PHARMA,MASSAGE SPRAY,SPRAY,150.0,menthol,1
BESTO STARK  50 GM MASSAGE GEL,بيستو ستارك ماسساجي,PEPPERMENT OUL+MENTHOL EXTRACT+EUCALYPTUS OIL+CAMPHOR EXTRACT+METHYLPARABEN+PHENOXY ETHANOL+TRIETHANOLAMINE+XANTHAN GUM+CARBOMER,EL NIL > DORADO,MASSAGE GEL,TOPICAL,48.0,menthol,1
BESTO STARK 100ML MASSAGE SPRAY,بيستو ستارك ماسساجي,THYME EXTRACT+MENTHOL CRYSTALS+CAMPHOR+PEPPERMINT OIL+CLOVE EXTRACT+MONOPROPYLENE GLYCOL+ETHYL ALCOHOL 70%,SMARTEC > DORADO,MASSAGE SPRAY,UNKNOWN,69.0,menthol,1
BIAKADY- CARE MASSAGE GEL 60 GM,بياكادي- كاري ماسساجي,CLOVE OIL+EUCALYPTUS LEAF OIL+PEPPERMINT OIL+TOCOPHEROL+METHYLSULFONYLMETHANE+MENTHOL+VITAMIN C+CINNAMON OIL+CAMPHOR BARK OIL+O-METHYLATED FLAVONE+APRICOT KERNEL OIL+HONEY+THYME FLOWER.,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > AKADY PHARMA GROUP,MASSAGE GEL,TOPICAL,60.0,menthol,1
BILICHOL 24 CAPS.,بيليتشول,BORNEOL+CAMPHENE+CINEOL+MENTHOL+MENTHONE+PINENE ( ALPHA & BETA ),PHARCO,CHOLELITHIASIS,ORAL.SOLID,32.0,menthol,1
BIO 1600  - 14 CAPS.,بيو 1600,ROYAL JELLY+BEE POLLEN+BEE PROPOLIS+VITAMIN C+MENTHOL,AL ROWAD PHARMACEUTICAL INDUSTRIAL CO.,MULTIVITAMINS,ORAL.SOLID,59.5,menthol,1
BIO MASS MASSAGE CREAM 100 GM,بيو ماسس ماسساجي,MENTHOL+CAMPHOR OIL+CLOVE OIL+EUCALYPTUS OIL+GLYCERIN+RETINOL+TOCOPHERAL+VITAMIN C,COSMOPACK > PURE PHARMA,MASSAGE CREAM,TOPICAL,50.0,menthol,1
BIOCASA 250 ML MOUTH WASH,بيوكاسا موث واش,CHLORHEXIDINE+SODIUM FLUORIDE+MENTHOL+CINNAMON OIL+THYME OIL+EUCALYPTUS+CAMPHOR+PEPPERMINT FLAVOR,ECC > BIOCASA,MOUTHWASH,UNKNOWN,55.0,menthol,1
BIOFILM GEL 60 GM,بيوفيلم,CAMPHOR OIL+MENTHOL CRYSTALS+PEPPERMINT OIL+COLVE OIL+EUCALYPTUS OIL,DREAMS ELHABOBA > ORGANIX PHARMA,MASSAGE  GEL,TOPICAL,80.0,menthol,1
BIOFLEX MASSAGE CREAM 60 GM,بيوفليكس ماسساجي,EUCALPTUS OIL+MENTHOL+CETYL PALMITATE,DREAMS > BIOMISR FOR PHARMACEUTICAL INDUSTRIES,MASSAGE CREAM,TOPICAL,48.0,menthol,1
BIOFREEZE GEL 118ML,بيوفريزي,MENTHOL,> RECKITT BENCKISER HEALTHCARE,ANALGESIC,TOPICAL,250.0,menthol,1
BIOFREEZE GEL 59ML (N/A),بيوفريزي,MENTHOL,PERFORMANCE HEALTH INC. > EVA PHARMA,ANALGESIC,TOPICAL,265.0,menthol,1
BIOFREEZE ROLL-ON 59ML (N/A),بيوفريزي رولل-أون,MENTHOL,PERFORMANCE HEALTH INC. > EVA PHARMA,ANALGESIC,UNKNOWN,235.0,menthol,1
BIOFREEZE ROLL-ON 89ML,بيوفريزي رولل-أون,MENTHOL,> RECKITT BENCKISER HEALTHCARE,,UNKNOWN,300.0,menthol,1
BIOFREEZE TOPICAL SPRAY 118ML,بيوفريزي,MENTHOL,> RECKITT BENCKISER HEALTHCARE,ANALGESIC,SPRAY,490.0,menthol,1
BIOFREEZE TOPICAL SPRAY 59ML (N/A),بيوفريزي,MENTHOL,PERFORMANCE HEALTH INC. > EVA PHARMA,ANALGESIC,SPRAY,245.0,menthol,1
BIOFROST 100ML GEL,بيوفروست,MENTHOL+EUCALYPTUS+MSM+PEPPERMINT,VIKING LAB OY LTD > COPAD EGYPT,ANALGESIC,TOPICAL,320.0,menthol,1
BIOGRAISSE 30 GM GEL,بيوجرايسسي,POLYSORBATE 80+DECYL GLUCOSIDE+GLYCERIN+HEXYLENE GLYCOL+TRIETHANOLAMINE+COCAMIDOPROPYL BETAINE+ZINC GLUCONATE+MENTHOL+CITRIC ACID+SALICYLIC ACID - CAPRYLOYL SALICYLIC ACID,DREAMS ELHABOBA > EGY BIOTICS,CLEANSING GEL FOR OILY AND ACNE PRONE SKIN,TOPICAL,60.0,menthol,1
BIORUN MASSAGE SPRAY 100 ML,بيورون ماسساجي,MENTHOL CRYSTALS+CAMPHOR OIL+EUCALYPTUS OIL+VIT E,DREAMS ELHABBOUBA > DOCTOR PHARMA,MASSAGE SPRAY,SPRAY,279.0,menthol,1
BLACK AND BLUE 120 ML SPRAY,بلاك أند بلوي,MENTHOL CRYSTAL+EUCALYPTUS+CAMPHOR+VIT E+PANTHENOL+GLYCERIN,EL-NILE > CURELIX,MASSAGE SPRAY,UNKNOWN,140.0,menthol,1
BLACK AND BLUE 50 ML ROLL- ON,بلاك أند بلوي رولل- أون,MENTHOL CRYSTAL+CAMPHOR+EUCALYPTUS+VIT E+PANTHENOL+GLYCERIN,EL-NILE > CURELIX,MASSAGE GEL,TOPICAL,85.0,menthol,1
BRETTA WIN 120 ML SPRAY,بريتتا وين,TOCOPHERYL ACETATE+BHT+EUCALYPTUSGLOBULUS OIL+EUGENIA CARYPHYLLUS FLOWER OIL+THYMUS VULGARIS OIL+GLYCERIN+PROPYLENE GLYCOL+DIAZOLIDINYLEUREA+POTASSIUMSORBATE+MENTHA PIPERITA OIL+PARAFFINUM LIQUIDUM+BETAINE+MENTHOL+PANTHENOL+CINNAMONUM CAMPHORA OIL+(CURCUMA LONGA/GLYCYRRHIZA URALENSIS) ROOT EXTRACT+LINOLEIC ACID+,BILE COSMETICS > BRETTA,MASSAGE SPRAY,UNKNOWN,145.0,menthol,1
BRETTA WIN 75 GM GEL,بريتتا وين,"TOCOPHERYI ACETATE+EUCALYPTUS GLOBULUS OIL+EUGENIA OIL+THYMUS VULGARIS OIL+XANTHAN GUM+GLYCERIN+PROPYLENE GLYCOL+MENTHA PIPERITA OIL+DIAZOLIDINYL UREA+POTASSIUM SORBATE+PARAFFIN
LIQUID+BETAINE+MENTHOL+PANTHENOL+CINNAMOMUM+CAMPHORA OIL+MAGNESIUM CHLORIDE+CURCUMAN
LONGA/GLYCYRHIZA URALENSIS) ROOT EXTRACT+LINOLEICACID+DOCOSAHEXAENOIC ACID",NILE COSMETICS > BRETTA FOR PHARMACEUTICAL COMPANY,MASSAGE GEL,TOPICAL,95.0,menthol,1
BRILLY ORAL SPRAY 60ML,بريللي أورال,CHLOROHEXIDIN+CLOVE OIL+MENTHOL+TEA TREE OIL+EUCALYPTUS OIL+VIT E,EGPI > J.C.PHARMA,NSAID. ANALGESIC . ANTI BACTERIAL,UNKNOWN,45.0,menthol,1
BRINGO TOPICAL LOTION 120ML,برينجو,ZINC OXIDE+THYME EXTRACT+CHAMOMILE EXTRACT+MENTHOL+CAMPHOR+GLYCERIN,MACRO GROUP PHARMACEUTICALS,SKIN CARE.SOOTHING,UNKNOWN,85.0,menthol,1
BRIOFEM VAGINAL FOAM 150 ML,بريوفيم,IRGASAN (TRICLOSAN)+THYME EXTRACT+CHAMOMILE EXTRACT+TEA TREE OIL+ALOE VERA EXTRACT+MENTHOL+LAVENDER OIL+VIT E,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > ADVENT,VAGINAL CARE,VAGINAL,150.0,menthol,1
BRISTAPLEX VAPORIZING OINT. 50 GM,بريستابليكس فابوريزينج,EUCALYPTUS+MENTHOL+CAMPHOR+THYME+CLOVE,> INTERNATIONAL HEALTH FIX,MASSAGE,TOPICAL,99.0,menthol,1
BRO-ZEDEX SYRUP 120ML,برو-زيديكس,BROMHEXINE+GUAIFENESIN+MENTHOL+TERBUTALINE,GLOBAL NAPI PHARMACEUTICALS > WOCKHARDT,COUGH PRODUCTS,ORAL.LIQUID,10.5,menthol,1
BUTAL MASSAGE CREAM 50 GM,بوتال ماسساجي,ACETYL SALICYLIC ACID+MENTHOL+EUCALYPTUS+CAPSICUM,LEADER COSMETICS > BROTHER PHARMA,MASSAGE CREAM,UNKNOWN,27.0,menthol,1
CALFACTO MASSAGE GEL 50 GM,كالفاكتو ماسساجي,CAMPHOR+EUCALYPTUS+CLOVE+MENTHOL,,MASSAGE,TOPICAL,48.0,menthol,1
CALGON SKIN LOTION 100 ML,كالجون سكين,ZINC OXIDE+OLIVE OIL+PARAFFIN OIL+GLYCERIN+MENTHOL CRYSTALS,HI-CARE > GREAT PHARMA GROUP (GPG),SKIN CARE.SOOTHING,UNKNOWN,86.0,menthol,1
CALMY TONE LOTION 120 ML,كالمي توني,ZINC OXIDE+DEXPANTHENOL+TITANIUM DIOXIDE+MENTHOL+VITAMIN E+GLYCERIN+OLIVE OIL,SINA > HEALTH WELL EGYPT,SKIN CARE.MOISTURIZING,UNKNOWN,75.0,menthol,1
CAMFORINA MASSAGE CREAM 50 GM,كامفورينا ماسساجي,MENTHOL+CAMPHOR+EUCALYPTUS+ALMOND+CLOVE+VITAMIN E,COSMOPACK > M.N.B,MASSAGE CREAM,TOPICAL,69.0,menthol,1
CAMOPAN LOTION,كاموبان,ZINC OXIDE+OLIVE OIL+UREA+CHAMOMILE EXT+THYMOL+GLYCERIN+MENTHOL,HI CARE > THEIA PHARMA,SKIN SOOTHING & MOISTURIZING LOTION,UNKNOWN,45.0,menthol,1
CAMPHOPLEX MASSAGE GEL 100 GM,كامفوبليكس ماسساجي,CAMPHOR+MENTHOL+CLOVE OIL+EUCALYPTUS,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > INTERNATIONAL HEALTH FIX,MASSAGE,TOPICAL,99.0,menthol,1
CAMPHOPLEX MASSAGE SPRAY 150 ML,كامفوبليكس ماسساجي,CAMPHOR+MENTHOL+EUCALYPTUS+PEPPERMINT+CLOVE OIL+ARNICA MONTANA,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > INTERNATIONAL HEALTH FIX,MASSAGE,SPRAY,149.0,menthol,1
CANDY 24 LOZENGES,كاندي,MENTHOL+EUCALYPTUS+GLUCOSE (DEXTROSE)+HONEY,PHAROS TRADE > BROTHER PHARMA,SORE THROAT,UNKNOWN,73.0,menthol,1
CANDY-C 12 LOZENGES,كاندي-ك,VITAMIN C+THYME+MENTHOL,MARVEL PHARMA GROUP > BROTHER PHARMA,SORE THROAT,UNKNOWN,54.0,menthol,1
CARELOZEN 24 LOZENGES,كاريلوزين,IVY EXTRACT+LICORICE EXTRACT+THYME EXTRACT+MENTHOL+VITAMIN C+ZINC,MARVEL GROUP > EAGLE CARE,DIETARY SUPPLEMENT,ORAL.SOLID,108.0,menthol,1
CARISHEMA 60 GM MASSAGE GEL,كاريشيما ماسساجي,CAMPHOR OIL+EUCALYPTUS OIL+MENTHOL CRYSTAL+PHENOXY ETHANOL+VITAMIN E,NILE COSMETICS > P PHARM,MASSAGE GEL,TOPICAL,40.0,menthol,1
CAROPTAL 250 ML INTIMATE FEMININE WASH,كاروبتال إنتيماتي فيمينيني واش,ALOE VERA EXTRACT+MENTHOL CRYSTALS+TEA TREE OIL+THYME EXTRACT+CHLORHEXIDINE DIGLUCONATE+GLYCERIN+CHAMOMILE EXTRACT+ASCORBIC ACID+SAGE OIL,BRAND INTERNATIONAL > GLOBAL HEALTH,INTIMATE FEMININE WASH,VAGINAL,85.0,menthol,1
CASCADE VAG.DOUCHE 240 ML,كاسكادي فاج,CHLORHEXIDINE GLUCONATE+MENTHOL+SODIUM LAURYL SULPHATE,EGPI > HOCHSTER PHARMACEUTICAL INDUSTRIES,VAGINAL WASH,VAGINAL,28.0,menthol,1
CASHO SOOTHING SOAP 80 GM,كاشو سوثينج سواب,ZINC OXIDE+TRICLOSAN+GLYCERIN+OLIVE OIL+MENTHOL CRYSTALS,HI-CARE > REVANO PHARM,SKIN CARE,SOAP,25.0,menthol,1
CEROLAV GEL 60 GM,سيرولاف,MENTHOL CRYSTALS+GINGER EXTRACT+LAVENDER OIL+ROSEMARY OIL,EL HELOU CO (HEALTHY GROUP) > GLOBAL MULTI TRADE (G.M.T.),MASSAGE CREAM,TOPICAL,125.0,menthol,1
CHUMMY INTIMATE FEMININE WASH 250ML,تشوممي إنتيماتي فيمينيني واش,COCAMIDOPROPYL BETAINE+CHAMOMIL EX+TEA TREE OIL+MENTHOL+ALUM+ALO VERA+GLYCERIN+ROSE EX+CHLORHEXIDINE,EVITA FOR COSMETICS > SOUL PHARMA,VAGINAL DOUSH,VAGINAL,50.0,menthol,1
CLASS GEL 60 GM,كلاسس,GRAPE SEED EXTRACT+GLYCERIN+MENTHOL CRYSTAL+CHAMOMILE EXTRACT+HYDROLUSED SUNFLOWER OIL+PROPYLENE GLY,HI-CARE > YM CO,SOOTHING TOPICAL,TOPICAL,19.0,menthol,1
CLAWASH LOTION 120 ML,كلاواش,CHAMOMILE+GLYCERIN+MENTHOL+TITANIUM DIOXIDE+VITAMIN E+ZINC OXIDE,HI-CARE > FALCON GROUP,SKIN CARE.SOOTHING,UNKNOWN,40.0,menthol,1
CLEANZA VAG.DOUCHE 120 ML,كليانزا فاج,TEA TREE OIL+THYMOL+MENTHOL+TRICLOSAN+SODIUM LAURYL ETHER SULFATE+BETAINE+CITRIC ACID+GREEN COLOR+ME,DEBEIKY,VAGINAL WASH,VAGINAL,14.9,menthol,1
CLINSO VAG.DOUCHE 200 ML,كلينسو فاج,TRICLOSAN+CETRIMIDE+CHAMOMILE EXTRACT+THYMOL+CAMPHOR+MENTHOL+BETAINE PROPYLENE GLYCOL+CMC+POTASSIUM,HI-CARE > NOVEX,VAGINAL CARE,VAGINAL,80.0,menthol,1
